Carrier	Plan	IN/OON	Benefit name	benefit value	value detail	Signature	Advantage	Alliance
United Health Care		IN	Physical Therapy	$30 		LC0	L86	LMQ
United Health Care		IN	Chiropractic Care		Rider available	LC0	L86	LMQ
United Health Care		IN	Inpatient Hospital	40%		LC0	L86	LMQ
United Health Care		IN	Outpatient Facility	40%		LC0	L86	LMQ
United Health Care		IN	Outpatient Surgery	40%		LC0	L86	LMQ
United Health Care		IN	Lab/X-Ray	100%		LC0	L86	LMQ
United Health Care		IN	Advanced Radiology	$100 		LC0	L86	LMQ
United Health Care		IN	Emergency Room	$150 	Waived if admitted	LC0	L86	LMQ
United Health Care		IN	Ambulance	$50 		LC0	L86	LMQ
United Health Care		IN	Urgent Care	$30 	$75 out of area	LC0	L86	LMQ
United Health Care		IN	Rx Generic		Separate from Medical 	LC0	L86	LMQ
United Health Care		IN	Rx Preferred		Separate from Medical 	LC0	L86	LMQ
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	LC0	L86	LMQ
United Health Care		IN	Rx Specialty		Separate from Medical 	LC0	L86	LMQ
United Health Care		IN	Rx Mail Order	2x		LC0	L86	LMQ
United Health Care		IN	Rx Individual Deductible		Separate from Medical 	LC0	L86	LMQ
United Health Care		IN	Rx Family Deductible		Separate from Medical 	LC0	L86	LMQ
United Health Care		IN	Skilled Nursing	40%	100 day max	LC0	L86	LMQ
United Health Care		IN	Individual Deductible	0		LGR	LO9	LMU
United Health Care		IN	Family Deductible	0		LGR	LO9	LMU
United Health Care		IN	Individual OOP Limit	"$3,000 "		LGR	LO9	LMU
United Health Care		IN	Family OOP Limit	"$6,000 "		LGR	LO9	LMU
United Health Care		IN	Co-insurance	60%		LGR	LO9	LMU
United Health Care		IN	PCP	$20		LGR	LO9	LMU
United Health Care		IN	Specialist	$40		LGR	LO9	LMU
United Health Care		IN	Preventive Care	100%		LGR	LO9	LMU
United Health Care		IN	Physical Therapy	$40 		LGR	LO9	LMU
United Health Care		IN	Chiropractic Care		Rider available	LGR	LO9	LMU
United Health Care		IN	Inpatient Hospital	40%		LGR	LO9	LMU
United Health Care		IN	Outpatient Facility	40%		LGR	LO9	LMU
United Health Care		IN	Outpatient Surgery	40%		LGR	LO9	LMU
United Health Care		IN	Lab/X-Ray	100%		LGR	LO9	LMU
United Health Care		IN	Advanced Radiology	$100 		LGR	LO9	LMU
United Health Care		IN	Emergency Room	$150 	Waived if admitted	LGR	LO9	LMU
United Health Care		IN	Ambulance	$50 		LGR	LO9	LMU
United Health Care		IN	Urgent Care	$40 	$75 out of area	LGR	LO9	LMU
United Health Care		IN	Rx Generic		Separate from Medical 	LGR	LO9	LMU
United Health Care		IN	Rx Preferred		Separate from Medical 	LGR	LO9	LMU
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	LGR	LO9	LMU
United Health Care		IN	Rx Specialty		Separate from Medical 	LGR	LO9	LMU
United Health Care		IN	Rx Mail Order	2x		LGR	LO9	LMU
United Health Care		IN	Rx Individual Deductible		Separate from Medical 	LGR	LO9	LMU
United Health Care		IN	Rx Family Deductible		Separate from Medical 	LGR	LO9	LMU
United Health Care		IN	Skilled Nursing	40%	100 day max	LGR	LO9	LMU
United Health Care		IN	Individual Deductible	0		LGV	LJP	LM6
United Health Care		IN	Family Deductible	0		LGV	LJP	LM6
United Health Care		IN	Individual OOP Limit	"$3,000 "		LGV	LJP	LM6
United Health Care		IN	Family OOP Limit	"$6,000 "		LGV	LJP	LM6
United Health Care		IN	Co-insurance	60%		LGV	LJP	LM6
United Health Care		IN	PCP	$30		LGV	LJP	LM6
United Health Care		IN	Specialist	$50		LGV	LJP	LM6
United Health Care		IN	Preventive Care	100%		LGV	LJP	LM6
United Health Care		IN	Physical Therapy	$50 		LGV	LJP	LM6
United Health Care		IN	Chiropractic Care		Rider available	LGV	LJP	LM6
United Health Care		IN	Inpatient Hospital	40%		LGV	LJP	LM6
United Health Care		IN	Outpatient Facility	40%		LGV	LJP	LM6
United Health Care		IN	Outpatient Surgery	40%		LGV	LJP	LM6
United Health Care		IN	Lab/X-Ray	100%		LGV	LJP	LM6
United Health Care		IN	Advanced Radiology	$100 		LGV	LJP	LM6
United Health Care		IN	Emergency Room	$150 	Waived if admitted	LGV	LJP	LM6
United Health Care		IN	Ambulance	$50 		LGV	LJP	LM6
United Health Care		IN	Urgent Care	$50 	$75 out of area	LGV	LJP	LM6
United Health Care		IN	Rx Generic		Separate from Medical 	LGV	LJP	LM6
United Health Care		IN	Rx Preferred		Separate from Medical 	LGV	LJP	LM6
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	LGV	LJP	LM6
United Health Care		IN	Rx Specialty		Separate from Medical 	LGV	LJP	LM6
United Health Care		IN	Rx Mail Order	2x		LGV	LJP	LM6
United Health Care		IN	Rx Individual Deductible		Separate from Medical 	LGV	LJP	LM6
United Health Care		IN	Rx Family Deductible		Separate from Medical 	LGV	LJP	LM6
United Health Care		IN	Skilled Nursing	40%	100 day max	LGV	LJP	LM6
United Health Care		IN	Individual Deductible	0		LEY	LJS	L1M
United Health Care		IN	Family Deductible	0		LEY	LJS	L1M
United Health Care		IN	Individual OOP Limit	"$3,000 "		LEY	LJS	L1M
United Health Care		IN	Family OOP Limit	"$6,000 "		LEY	LJS	L1M
United Health Care		IN	Co-insurance	70%		LEY	LJS	L1M
United Health Care		IN	PCP	$40		LEY	LJS	L1M
United Health Care		IN	Specialist	$60		LEY	LJS	L1M
United Health Care		IN	Preventive Care	100%		LEY	LJS	L1M
United Health Care		IN	Physical Therapy	$60 		LEY	LJS	L1M
United Health Care		IN	Chiropractic Care		Rider available	LEY	LJS	L1M
United Health Care		IN	Inpatient Hospital	30%		LEY	LJS	L1M
United Health Care		IN	Outpatient Facility	30%		LEY	LJS	L1M
United Health Care		IN	Outpatient Surgery	30%		LEY	LJS	L1M
United Health Care		IN	Lab/X-Ray	100%		LEY	LJS	L1M
United Health Care		IN	Advanced Radiology	$100 		LEY	LJS	L1M
United Health Care		IN	Emergency Room	$150 	Waived if admitted	LEY	LJS	L1M
United Health Care		IN	Ambulance	$50 		LEY	LJS	L1M
United Health Care		IN	Urgent Care	$60 	$75 out of area	LEY	LJS	L1M
United Health Care		IN	Rx Generic		Separate from Medical 	LEY	LJS	L1M
United Health Care		IN	Rx Preferred		Separate from Medical 	LEY	LJS	L1M
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	LEY	LJS	L1M
United Health Care		IN	Rx Specialty		Separate from Medical 	LEY	LJS	L1M
United Health Care		IN	Rx Mail Order	2x		LEY	LJS	L1M
United Health Care		IN	Rx Individual Deductible		Separate from Medical 	LEY	LJS	L1M
United Health Care		IN	Rx Family Deductible		Separate from Medical 	LEY	LJS	L1M
United Health Care		IN	Skilled Nursing	30%	100 day max	LEY	LJS	L1M
United Health Care		IN	Individual Deductible	"$1,000 "	embedded	LG1	LJW	L7M
United Health Care		IN	Family Deductible	"$2,000 "	embedded	LG1	LJW	L7M
United Health Care		IN	Individual OOP Limit	"$3,000 "		LG1	LJW	L7M
United Health Care		IN	Family OOP Limit	"$6,000 "		LG1	LJW	L7M
United Health Care		IN	Co-insurance	70%		LG1	LJW	L7M
United Health Care		IN	PCP	$40		LG1	LJW	L7M
United Health Care		IN	Specialist	$60		LG1	LJW	L7M
United Health Care		IN	Preventive Care	100%		LG1	LJW	L7M
United Health Care		IN	Physical Therapy	$60 		LG1	LJW	L7M
United Health Care		IN	Chiropractic Care		Rider available	LG1	LJW	L7M
United Health Care		IN	Inpatient Hospital	30%	after deductible	LG1	LJW	L7M
United Health Care		IN	Outpatient Facility	30%	after deductible	LG1	LJW	L7M
United Health Care		IN	Outpatient Surgery	30%	after deductible	LG1	LJW	L7M
United Health Care		IN	Lab/X-Ray	100%		LG1	LJW	L7M
United Health Care		IN	Advanced Radiology	$100 		LG1	LJW	L7M
United Health Care		IN	Emergency Room	$150 	Waived if admitted	LG1	LJW	L7M
United Health Care		IN	Ambulance	$50 		LG1	LJW	L7M
United Health Care		IN	Urgent Care	$60 	$75 out of area	LG1	LJW	L7M
United Health Care		IN	Rx Generic		Separate from Medical 	LG1	LJW	L7M
United Health Care		IN	Rx Preferred		Separate from Medical 	LG1	LJW	L7M
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	LG1	LJW	L7M
United Health Care		IN	Rx Specialty		Separate from Medical 	LG1	LJW	L7M
United Health Care		IN	Rx Mail Order	2x		LG1	LJW	L7M
United Health Care		IN	Rx Individual Deductible		Separate from Medical 	LG1	LJW	L7M
United Health Care		IN	Rx Family Deductible		Separate from Medical 	LG1	LJW	L7M
United Health Care		IN	Skilled Nursing	30%	after deductible 100 day max	LG1	LJW	L7M
United Health Care		IN	Individual Deductible	"$2,000 "	embedded	LOS	LJ1	LM9
United Health Care		IN	Family Deductible	"$4,000 "	embedded	LOS	LJ1	LM9
United Health Care		IN	Individual OOP Limit	"$3,000 "		LOS	LJ1	LM9
United Health Care		IN	Family OOP Limit	"$6,000 "		LOS	LJ1	LM9
United Health Care		IN	Co-insurance	70%		LOS	LJ1	LM9
United Health Care		IN	PCP	$40		LOS	LJ1	LM9
United Health Care		IN	Specialist	$60		LOS	LJ1	LM9
United Health Care		IN	Preventive Care	100%		LOS	LJ1	LM9
United Health Care		IN	Physical Therapy	$60 		LOS	LJ1	LM9
United Health Care		IN	Chiropractic Care		Rider available	LOS	LJ1	LM9
United Health Care		IN	Inpatient Hospital	30%	after deductible	LOS	LJ1	LM9
United Health Care		IN	Outpatient Facility	30%	after deductible	LOS	LJ1	LM9
United Health Care		IN	Outpatient Surgery	30%	after deductible	LOS	LJ1	LM9
United Health Care		IN	Lab/X-Ray	100%		LOS	LJ1	LM9
United Health Care		IN	Advanced Radiology	$100 		LOS	LJ1	LM9
United Health Care		IN	Emergency Room	$150 	Waived if admitted	LOS	LJ1	LM9
United Health Care		IN	Ambulance	$50 		LOS	LJ1	LM9
United Health Care		IN	Urgent Care	$60 	$75 out of area	LOS	LJ1	LM9
United Health Care		IN	Rx Generic		Separate from Medical 	LOS	LJ1	LM9
United Health Care		IN	Rx Preferred		Separate from Medical 	LOS	LJ1	LM9
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	LOS	LJ1	LM9
United Health Care		IN	Rx Specialty		Separate from Medical 	LOS	LJ1	LM9
United Health Care		IN	Rx Mail Order	2x		LOS	LJ1	LM9
United Health Care		IN	Rx Individual Deductible		Separate from Medical 	LOS	LJ1	LM9
United Health Care		IN	Rx Family Deductible		Separate from Medical 	LOS	LJ1	LM9
United Health Care		IN	Skilled Nursing	30%	after deductible 100 day max	LOS	LJ1	LM9
United Health Care	HRA-Elligible	IN	Individual Deductible	"$1,500 "	embedded			LN1
United Health Care		IN	Family Deductible	"$3,000 "	embedded			LN1
United Health Care		IN	Individual OOP Limit	"$4,000 "				LN1
United Health Care		IN	Family OOP Limit	"$8,000 "				LN1
United Health Care		IN	Co-insurance	90%				LN1
United Health Care		IN	PCP	$30	After deductible			LN1
United Health Care		IN	Specialist	$45	After deductible			LN1
United Health Care		IN	Preventive Care	100%				LN1
United Health Care		IN	Physical Therapy	$45	After Deductible			LN1
United Health Care		IN	Chiropractic Care		Rider available			LN1
United Health Care		IN	Inpatient Hospital	10%	after deductible			LN1
United Health Care		IN	Outpatient Facility	10%	after deductible			LN1
United Health Care		IN	Outpatient Surgery	10%	after deductible			LN1
United Health Care		IN	Lab/X-Ray	10%	after deductible			LN1
United Health Care		IN	Advanced Radiology	10%	after deductible			LN1
United Health Care		IN	Emergency Room	10%	after deductible			LN1
United Health Care		IN	Ambulance	10%	after deductible			LN1
United Health Care		IN	Urgent Care	10%	after deductible			LN1
United Health Care		IN	Rx Generic		Separate from Medical 			LN1
United Health Care		IN	Rx Preferred		Separate from Medical 			LN1
United Health Care		IN	Rx Non-Preferred		Separate from Medical 			LN1
United Health Care		IN	Rx Specialty		Separate from Medical 			LN1
United Health Care		IN	Rx Mail Order	2x				LN1
United Health Care		IN	Rx Individual Deductible		Separate from Medical 			LN1
United Health Care		IN	Rx Family Deductible		Separate from Medical 			LN1
United Health Care		IN	Skilled Nursing	10%	after deductible 100 day max			LN1
United Health Care	HRA-Elligible	IN	Individual Deductible	"$2,000 "	embedded			LN7
United Health Care		IN	Family Deductible	"$4,000 "	embedded			LN7
United Health Care		IN	Individual OOP Limit	"$5,000 "				LN7
United Health Care		IN	Family OOP Limit	"$10,000 "				LN7
United Health Care		IN	Co-insurance	80%				LN7
United Health Care		IN	PCP	$35	After deductible			LN7
United Health Care		IN	Specialist	$50	After deductible			LN7
United Health Care		IN	Preventive Care	100%				LN7
United Health Care		IN	Physical Therapy	$45	After Deductible			LN7
United Health Care		IN	Chiropractic Care		Rider available			LN7
United Health Care		IN	Inpatient Hospital	20%	after deductible			LN7
United Health Care		IN	Outpatient Facility	20%	after deductible			LN7
United Health Care		IN	Outpatient Surgery	20%	after deductible			LN7
United Health Care		IN	Lab/X-Ray	20%	after deductible			LN7
United Health Care		IN	Advanced Radiology	20%	after deductible			LN7
United Health Care		IN	Emergency Room	20%	after deductible			LN7
United Health Care		IN	Ambulance	20%	after deductible			LN7
United Health Care		IN	Urgent Care	20%	after deductible			LN7
United Health Care		IN	Rx Generic		Separate from Medical 			LN7
United Health Care		IN	Rx Preferred		Separate from Medical 			LN7
United Health Care		IN	Rx Non-Preferred		Separate from Medical 			LN7
United Health Care		IN	Rx Specialty		Separate from Medical 			LN7
United Health Care		IN	Rx Mail Order	2x				LN7
United Health Care		IN	Rx Individual Deductible					LN7
United Health Care		IN	Rx Family Deductible					LN7
United Health Care		IN	Skilled Nursing	20%	after deductible 100 day max			LN7
United Health Care	HRA-Elligible	IN	Individual Deductible	"$3,000 "	embedded			LIN
United Health Care		IN	Family Deductible	"$6,000 "	embedded			LIN
United Health Care		IN	Individual OOP Limit	"$6,000 "				LIN
United Health Care		IN	Family OOP Limit	"$12,000 "				LIN
United Health Care		IN	Co-insurance	70%				LIN
United Health Care		IN	PCP	$40	After deductible			LIN
United Health Care		IN	Specialist	$55	After deductible			LIN
United Health Care		IN	Preventive Care	100%				LIN
United Health Care		IN	Physical Therapy	$45	After Deductible			LIN
United Health Care		IN	Chiropractic Care		Rider available			LIN
United Health Care		IN	Inpatient Hospital	30%	after deductible			LIN
United Health Care		IN	Outpatient Facility	30%	after deductible			LIN
United Health Care		IN	Outpatient Surgery	30%	after deductible			LIN
United Health Care		IN	Lab/X-Ray	30%	after deductible			LIN
United Health Care		IN	Advanced Radiology	30%	after deductible			LIN
United Health Care		IN	Emergency Room	30%	after deductible			LIN
United Health Care		IN	Ambulance	30%	after deductible			LIN
United Health Care		IN	Urgent Care	30%	after deductible			LIN
United Health Care		IN	Rx Generic		Separate from Medical 			LIN
United Health Care		IN	Rx Preferred		Separate from Medical 			LIN
United Health Care		IN	Rx Non-Preferred		Separate from Medical 			LIN
United Health Care		IN	Rx Specialty		Separate from Medical 			LIN
United Health Care		IN	Rx Mail Order	2x				LIN
United Health Care		IN	Rx Individual Deductible					LIN
United Health Care		IN	Rx Family Deductible					LIN
United Health Care		IN	Skilled Nursing	20%	after deductible 100 day max			LIN
United Health Care	H.S.A Elligible 	IN	Individual Deductible	"$1,500 "	non-embedded			LNH
United Health Care		IN	Family Deductible	"$3,000 "	non-embedded			LNH
United Health Care		IN	Individual OOP Limit	"$3,000 "				LNH
United Health Care		IN	Family OOP Limit	"$6,000 "				LNH
United Health Care		IN	Co-insurance	90%				LNH
United Health Care		IN	PCP	10%	After deductible			LNH
United Health Care		IN	Specialist	10%	After deductible			LNH
United Health Care		IN	Preventive Care	100%				LNH
United Health Care		IN	Physical Therapy	10%	After Deductible			LNH
United Health Care		IN	Chiropractic Care		Rider available			LNH
United Health Care		IN	Inpatient Hospital	10%	after deductible			LNH
United Health Care		IN	Outpatient Facility	10%	after deductible			LNH
United Health Care		IN	Outpatient Surgery	10%	after deductible			LNH
United Health Care		IN	Lab/X-Ray	10%	after deductible			LNH
United Health Care		IN	Advanced Radiology	10%	after deductible			LNH
United Health Care		IN	Emergency Room	10%	after deductible			LNH
United Health Care		IN	Ambulance	10%	after deductible			LNH
United Health Care		IN	Urgent Care	10%	after deductible			LNH
United Health Care		IN	Rx Generic	$10 				LNH
United Health Care		IN	Rx Preferred	$30 				LNH
United Health Care		IN	Rx Non-Preferred	$50 				LNH
United Health Care		IN	Rx Specialty	n/a				LNH
United Health Care		IN	Rx Mail Order	2x				LNH
United Health Care		IN	Rx Individual Deductible		Medical deductible applies			LNH
United Health Care		IN	Rx Family Deductible		Medical deductible applies			LNH
United Health Care		IN	Skilled Nursing	10%	after deductible 100 day max			LNH
United Health Care	H.S.A Elligible 	IN	Individual Deductible	"$2,000 "	non-embedded			LNQ
United Health Care		IN	Family Deductible	"$4,000 "	non-embedded			LNQ
United Health Care		IN	Individual OOP Limit	"$4,000 "				LNQ
United Health Care		IN	Family OOP Limit	"$8,000 "				LNQ
United Health Care		IN	Co-insurance	80%				LNQ
United Health Care		IN	PCP	20%	After deductible			LNQ
United Health Care		IN	Specialist	20%	After deductible			LNQ
United Health Care		IN	Preventive Care	100%				LNQ
United Health Care		IN	Physical Therapy	20%	After Deductible			LNQ
United Health Care		IN	Chiropractic Care		Rider available			LNQ
United Health Care		IN	Inpatient Hospital	20%	after deductible			LNQ
United Health Care		IN	Outpatient Facility	20%	after deductible			LNQ
United Health Care		IN	Outpatient Surgery	20%	after deductible			LNQ
United Health Care		IN	Lab/X-Ray	20%	after deductible			LNQ
United Health Care		IN	Advanced Radiology	20%	after deductible			LNQ
United Health Care		IN	Emergency Room	20%	after deductible			LNQ
United Health Care		IN	Ambulance	20%	after deductible			LNQ
United Health Care		IN	Urgent Care	20%	after deductible			LNQ
United Health Care		IN	Rx Generic	$10 				LNQ
United Health Care		IN	Rx Preferred	$30 				LNQ
United Health Care		IN	Rx Non-Preferred	$50 				LNQ
United Health Care		IN	Rx Specialty	n/a				LNQ
United Health Care		IN	Rx Mail Order	2x				LNQ
United Health Care		IN	Rx Individual Deductible		Medical deductible applies			LNQ
United Health Care		IN	Rx Family Deductible		Medical deductible applies			LNQ
United Health Care		IN	Skilled Nursing	20%	after deductible 100 day max			LNQ
United Health Care	H.S.A Elligible 	IN	Individual Deductible	"$3,000 "	non-embedded			LNT
United Health Care		IN	Family Deductible	"$6,000 "	non-embedded			LNT
United Health Care		IN	Individual OOP Limit	"$6,000 "				LNT
United Health Care		IN	Family OOP Limit	"$12,000 "				LNT
United Health Care		IN	Co-insurance	80%				LNT
United Health Care		IN	PCP	20%	After deductible			LNT
United Health Care		IN	Specialist	20%	After deductible			LNT
United Health Care		IN	Preventive Care	100%				LNT
United Health Care		IN	Physical Therapy	20%	After Deductible			LNT
United Health Care		IN	Chiropractic Care		Rider available			LNT
United Health Care		IN	Inpatient Hospital	20%	after deductible			LNT
United Health Care		IN	Outpatient Facility	20%	after deductible			LNT
United Health Care		IN	Outpatient Surgery	20%	after deductible			LNT
United Health Care		IN	Lab/X-Ray	20%	after deductible			LNT
United Health Care		IN	Advanced Radiology	20%	after deductible			LNT
United Health Care		IN	Emergency Room	20%	after deductible			LNT
United Health Care		IN	Ambulance	20%	after deductible			LNT
United Health Care		IN	Urgent Care	20%	after deductible			LNT
United Health Care		IN	Rx Generic	$10 				LNT
United Health Care		IN	Rx Preferred	$30 				LNT
United Health Care		IN	Rx Non-Preferred	$50 				LNT
United Health Care		IN	Rx Specialty	n/a				LNT
United Health Care		IN	Rx Mail Order	2x				LNT
United Health Care		IN	Rx Individual Deductible		Medical deductible applies			LNT
United Health Care		IN	Rx Family Deductible		Medical deductible applies			LNT
United Health Care		IN	Skilled Nursing	20%	after deductible 100 day max			LNT
