Carrier	Plan	IN/OON	Benefit name	benefit value	value detail	HMO	AVN HMO	Basic HMO	Deductible HMO
Aetna	HMO $30/$40 1000	IN	Emergency Room	$100 	waived if admitted	HMO $30/$40 1000	HMO $30/$40 1000	HMO $30/$40 1000	
Aetna	HMO $30/$40 1000	IN	Ambulance	$100 		HMO $30/$40 1000	HMO $30/$40 1000	HMO $30/$40 1000	
Aetna	HMO $30/$40 1000	IN	Urgent Care	$35 		HMO $30/$40 1000	HMO $30/$40 1000	HMO $30/$40 1000	
Aetna	HMO $30/$40 1000	IN	Rx Generic	$15 		HMO $30/$40 1000	HMO $30/$40 1000	HMO $30/$40 1000	
Aetna	HMO $30/$40 1000	IN	Rx Preferred	$35 		HMO $30/$40 1000	HMO $30/$40 1000	HMO $30/$40 1000	
Aetna	HMO $30/$40 1000	IN	Rx Non-Preferred	$50 		HMO $30/$40 1000	HMO $30/$40 1000	HMO $30/$40 1000	
Aetna	HMO $30/$40 1000	IN	Rx Specialty	20%	up to $150 maximum copay	HMO $30/$40 1000	HMO $30/$40 1000	HMO $30/$40 1000	
Aetna	HMO $30/$40 1000	IN	Rx Mail Order	2x		HMO $30/$40 1000	HMO $30/$40 1000	HMO $30/$40 1000	
Aetna	HMO $30/$40 1000	IN	Rx Individual Deductible			HMO $30/$40 1000	HMO $30/$40 1000	HMO $30/$40 1000	
Aetna	HMO $30/$40 1000	IN	Rx Family Deductible			HMO $30/$40 1000	HMO $30/$40 1000	HMO $30/$40 1000	
Aetna	HMO $30/$40 1000	IN	Skilled Nursing	N/A		HMO $30/$40 1000	HMO $30/$40 1000	HMO $30/$40 1000	
Aetna	HMO $40/$50 1000	IN	Individual Deductible	$0 		HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Family Deductible	$0 		HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Individual OOP Limit	"$3,500 "	Rx copays/coinsurance not included 	HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Family OOP Limit	"$7,000 "	Rx copays/coinsurance not included 	HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Co-insurance	100%		HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	PCP	$40 		HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Specialist	$50 		HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Preventive Care	100%		HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Physical Therapy	$50 	30 visits per calendar year	HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Chiropractic Care	$15 	20 visits per calendar year	HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Inpatient Hospital	"$1,000 "	Per day max 3 days	HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Outpatient Facility	$200 	per occurance	HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Outpatient Surgery	$500 	per occurance	HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Lab/X-Ray	100%	X-Ray $50 copay	HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Advanced Radiology	$100 	 	HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Emergency Room	$100 	waived if admitted	HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Ambulance	$100 		HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Urgent Care	$35 		HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Rx Generic	$15 		HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Rx Preferred	$35 		HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Rx Non-Preferred	$50 		HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Rx Specialty	20%	up to $150 maximum copay	HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Rx Mail Order	2x		HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Rx Individual Deductible			HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Rx Family Deductible			HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO $40/$50 1000	IN	Skilled Nursing	N/A		HMO $40/$50 1000	HMO $40/$50 1000		
Aetna	HMO Deductible 250 $10/$25	IN	Individual Deductible	$250 				HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Family Deductible	$500 				HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Individual OOP Limit	"$3,000 "	Rx copays/coinsurance not included 			HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Family OOP Limit	"$6,000 "	Rx copays/coinsurance not included 			HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Co-insurance	90%				HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	PCP	$10 				HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Specialist	$25 				HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Physical Therapy	$25 	30 visits per calendar year			HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Chiropractic Care	$15 	20 visits per calendar year			HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Inpatient Hospital	10%	After deductible			HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Outpatient Facility	100%	After deductible			HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Outpatient Surgery	10%	After deductible			HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Lab/X-Ray	$25 				HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Advanced Radiology	$150 	Deductible waived			HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Emergency Room	$100 	After deductible			HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Ambulance	$100 	After deductible			HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Urgent Care	$35 	Deductible waived			HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Rx Generic	$10 				HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Rx Preferred	$30 				HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Rx Non-Preferred	$50 				HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Rx Specialty	20%	up to $150 maximum copay			HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Rx Mail Order	2x				HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Rx Individual Deductible					HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Rx Family Deductible					HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $10/$25	IN	Skilled Nursing	N/A				HMO Deductible 250 $10/$25	HMO Deductible 250 $10/$25
Aetna	HMO Deductible 250 $15/$25	IN	Individual Deductible	$250 					HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Family Deductible	$500 					HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Individual OOP Limit	"$2,000 "	Rx copays/coinsurance not included 				HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Family OOP Limit	"$4,000 "	Rx copays/coinsurance not included 				HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Co-insurance	100%					HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	PCP	$15 					HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Specialist	$25 					HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Preventive Care	100%					HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Physical Therapy	$25 	30 visits per calendar year				HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Chiropractic Care	$15 	20 visits per calendar year				HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Inpatient Hospital	$250 	After deductible				HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Outpatient Facility	100%	After deductible				HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Outpatient Surgery	$150 	After deductible				HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Lab/X-Ray	$25 					HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Advanced Radiology	$150 	Deductible waived				HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Emergency Room	$100 	After deductible				HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Ambulance	$100 	After deductible				HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Urgent Care	$35 	Deductible waived				HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Rx Generic	$10 					HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Rx Preferred	$20 					HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Rx Non-Preferred	$35 					HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Rx Specialty	20%	up to $150 maximum copay				HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Rx Mail Order	2x					HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Rx Individual Deductible						HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Rx Family Deductible						HMO Deductible 250 $15/$25
Aetna	HMO Deductible 250 $15/$25	IN	Skilled Nursing	N/A					HMO Deductible 250 $15/$25
Aetna	HMO Deductible 500 $10/$15	IN	Individual Deductible	$500 				HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Family Deductible	"$1,000 "				HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Individual OOP Limit	"$2,000 "	Rx copays/coinsurance not included 			HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Family OOP Limit	"$4,000 "	Rx copays/coinsurance not included 			HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Co-insurance	100%				HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	PCP	$10 				HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Specialist	$15 				HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Preventive Care	100%				HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Physical Therapy	$15 	30 visits per calendar year			HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Chiropractic Care	$15 	20 visits per calendar year			HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Inpatient Hospital	$250 	After deductible			HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Outpatient Facility	100%	After deductible			HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Outpatient Surgery	$150 	After deductible			HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Lab/X-Ray	$15 				HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Advanced Radiology	$150 	Deductible waived			HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Emergency Room	$100 	After deductible			HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Ambulance	$100 	After deductible			HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Urgent Care	$35 	Deductible waived			HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Rx Generic	$10 				HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Rx Preferred	$20 				HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Rx Non-Preferred	$35 				HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Rx Specialty	20%	up to $150 maximum copay			HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Rx Mail Order	2x				HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Rx Individual Deductible					HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Rx Family Deductible					HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$15	IN	Skilled Nursing	N/A				HMO Deductible 500 $10/$15	HMO Deductible 500 $10/$15
Aetna	HMO Deductible 500 $10/$20	IN	Individual Deductible	$500 					HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Family Deductible	"$1,000 "					HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Individual OOP Limit	"$3,500 "	Rx copays/coinsurance not included 				HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Family OOP Limit	"$7,000 "	Rx copays/coinsurance not included 				HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Co-insurance	80%					HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	PCP	$10 					HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Specialist	$20 					HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Preventive Care	100%					HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Physical Therapy	$20 	30 visits per calendar year				HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Chiropractic Care	$15 	20 visits per calendar year				HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Inpatient Hospital	20%	After deductible				HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Outpatient Facility	100%	After deductible				HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Outpatient Surgery	20%	After deductible				HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Lab/X-Ray	$20 					HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Advanced Radiology	$150 	Deductible waived				HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Emergency Room	$100 	After deductible				HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Ambulance	$100 	After deductible				HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Urgent Care	$35 	Deductible waived				HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Rx Generic	$10 					HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Rx Preferred	$20 					HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Rx Non-Preferred	$35 					HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Rx Specialty	20%	up to $150 maximum copay				HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Rx Mail Order	2x					HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Rx Individual Deductible						HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Rx Family Deductible						HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $10/$20	IN	Skilled Nursing	N/A					HMO Deductible 500 $10/$20
Aetna	HMO Deductible 500 $40/$50	IN	Individual Deductible	$500 				HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Family Deductible	"$1,000 "				HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Individual OOP Limit	"$3,500 "	Rx copays/coinsurance not included 			HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Family OOP Limit	"$7,000 "	Rx copays/coinsurance not included 			HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Co-insurance	80%				HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	PCP	$40 				HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Specialist	$50 				HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Preventive Care	100%				HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Physical Therapy	$50 	30 visits per calendar year			HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Chiropractic Care	$15 	20 visits per calendar year			HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Inpatient Hospital	20%	After deductible			HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Outpatient Facility	100%	After deductible			HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Outpatient Surgery	20%	After deductible			HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Lab/X-Ray	$50 				HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Advanced Radiology	$150 	Deductible waived			HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Emergency Room	$100 	After deductible			HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Ambulance	$100 	After deductible			HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Urgent Care	$35 	Deductible waived			HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Rx Generic	$20 				HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Rx Preferred	$35 				HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Rx Non-Preferred	$50 				HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Rx Specialty	20%	up to $150 maximum copay			HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Rx Mail Order	2x				HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Rx Individual Deductible					HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Rx Family Deductible					HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 500 $40/$50	IN	Skilled Nursing	N/A				HMO Deductible 500 $40/$50	HMO Deductible 500 $40/$50
Aetna	HMO Deductible 1000 $10/$20	IN	Individual Deductible	"$1,000 "				HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Family Deductible	"$2,000 "				HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Individual OOP Limit	"$3,500 "	Rx copays/coinsurance not included 			HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Family OOP Limit	"$7,000 "	Rx copays/coinsurance not included 			HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Co-insurance	80%				HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	PCP	$10 				HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Specialist	$20 				HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Preventive Care	100%				HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Physical Therapy	$20 	30 visits per calendar year			HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Chiropractic Care	$15 	20 visits per calendar year			HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Inpatient Hospital	20%	After deductible			HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Outpatient Facility	100%	After deductible			HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Outpatient Surgery	20%	After deductible			HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Lab/X-Ray	$20 				HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Advanced Radiology	$150 	Deductible waived			HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Emergency Room	$100 	After deductible			HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Ambulance	$100 	After deductible			HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Urgent Care	$35 	Deductible waived			HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Rx Generic	$15 				HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Rx Preferred	$25 				HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Rx Non-Preferred	$40 				HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Rx Specialty	20%	up to $150 maximum copay			HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Rx Mail Order	2x				HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Rx Individual Deductible					HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Rx Family Deductible					HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $10/$20	IN	Skilled Nursing	N/A				HMO Deductible 1000 $10/$20	HMO Deductible 1000 $10/$20
Aetna	HMO Deductible 1000 $15/$25	IN	Individual Deductible	"$1,000 "				HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Family Deductible	"$2,000 "				HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Individual OOP Limit	"$3,500 "	Rx copays/coinsurance not included 			HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Family OOP Limit	"$7,000 "	Rx copays/coinsurance not included 			HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Co-insurance	80%				HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	PCP	$15 				HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Specialist	$25 				HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Preventive Care	100%				HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Physical Therapy	$25 	30 visits per calendar year			HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Chiropractic Care	$15 	20 visits per calendar year			HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Inpatient Hospital	20%	After deductible			HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Outpatient Facility	100%	After deductible			HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Outpatient Surgery	20%	After deductible			HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Lab/X-Ray	$25 				HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
Aetna	HMO Deductible 1000 $15/$25	IN	Advanced Radiology	$150 	Deductible waived			HMO Deductible 1000 $15/$25	HMO Deductible 1000 $15/$25
