Carrier	Plan	IN/OON	Benefit name	benefit value	value detail	Signature	Advantage	Alliance
United Health Care		IN	Emergency Room	$150 	Waived if admitted	KF3	KO7	KIZ
United Health Care		IN	Ambulance	$100 		KF3	KO7	KIZ
United Health Care		IN	Urgent Care	$40 		KF3	KO7	KIZ
United Health Care		IN	Rx Generic		Separate from Medical 	KF3	KO7	KIZ
United Health Care		IN	Rx Preferred		Separate from Medical 	KF3	KO7	KIZ
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	KF3	KO7	KIZ
United Health Care		IN	Rx Specialty		Separate from Medical 	KF3	KO7	KIZ
United Health Care		IN	Rx Mail Order	2x		KF3	KO7	KIZ
United Health Care		IN	Rx Individual Deductible			KF3	KO7	KIZ
United Health Care		IN	Rx Family Deductible			KF3	KO7	KIZ
United Health Care		IN	Skilled Nursing			KF3	KO7	KIZ
United Health Care		IN	Individual Deductible	$0 		KF6	KM0	KU1
United Health Care		IN	Family Deductible	$0 		KF6	KM0	KU1
United Health Care		IN	Individual OOP Limit	"$2,500 "		KF6	KM0	KU1
United Health Care		IN	Family OOP Limit	"$5,000 "		KF6	KM0	KU1
United Health Care		IN	Co-insurance	100%		KF6	KM0	KU1
United Health Care		IN	PCP	$35		KF6	KM0	KU1
United Health Care			Specialist	$50		KF6	KM0	KU1
United Health Care		IN	Preventive Care	100%		KF6	KM0	KU1
United Health Care		IN	Physical Therapy	$50 		KF6	KM0	KU1
United Health Care		IN	Chiropractic Care		Rider available	KF6	KM0	KU1
United Health Care		IN	Inpatient Hospital	$250 	Per day Max 3 days	KF6	KM0	KU1
United Health Care		IN	Outpatient Facility	$200 	per occurance	KF6	KM0	KU1
United Health Care		IN	Outpatient Surgery	$200 	per occurance	KF6	KM0	KU1
United Health Care		IN	Lab/X-Ray	100%		KF6	KM0	KU1
United Health Care		IN	Advanced Radiology	$100 		KF6	KM0	KU1
United Health Care		IN	Emergency Room	$150 	Waived if admitted	KF6	KM0	KU1
United Health Care		IN	Ambulance	$100 		KF6	KM0	KU1
United Health Care		IN	Urgent Care	$50 		KF6	KM0	KU1
United Health Care		IN	Rx Generic		Separate from Medical 	KF6	KM0	KU1
United Health Care		IN	Rx Preferred		Separate from Medical 	KF6	KM0	KU1
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	KF6	KM0	KU1
United Health Care		IN	Rx Specialty		Separate from Medical 	KF6	KM0	KU1
United Health Care		IN	Rx Mail Order	2x		KF6	KM0	KU1
United Health Care		IN	Individual Deductible	$0 		KD9	KOA	KU4
United Health Care		IN	Family Deductible	$0 		KD9	KOA	KU4
United Health Care		IN	Individual OOP Limit	"$4,500 "		KD9	KOA	KU4
United Health Care		IN	Family OOP Limit	"$9,000 "		KD9	KOA	KU4
United Health Care		IN	Co-insurance	100%		KD9	KOA	KU4
United Health Care		IN	PCP	$20		KD9	KOA	KU4
United Health Care			Specialist	$40		KD9	KOA	KU4
United Health Care		IN	Preventive Care	100%		KD9	KOA	KU4
United Health Care		IN	Physical Therapy	$40 		KD9	KOA	KU4
United Health Care		IN	Chiropractic Care		Rider available	KD9	KOA	KU4
United Health Care		IN	Inpatient Hospital	$500 	Per day 5 day max	KD9	KOA	KU4
United Health Care		IN	Outpatient Facility	$400 	per occurance	KD9	KOA	KU4
United Health Care		IN	Outpatient Surgery	$400 	per occurance	KD9	KOA	KU4
United Health Care		IN	Lab/X-Ray	100%		KD9	KOA	KU4
United Health Care		IN	Advanced Radiology	$100 		KD9	KOA	KU4
United Health Care		IN	Emergency Room	$200 	Waived if admitted	KD9	KOA	KU4
United Health Care		IN	Ambulance	$100 		KD9	KOA	KU4
United Health Care		IN	Urgent Care	$40 		KD9	KOA	KU4
United Health Care		IN	Rx Generic		Separate from Medical 	KD9	KOA	KU4
United Health Care		IN	Rx Preferred		Separate from Medical 	KD9	KOA	KU4
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	KD9	KOA	KU4
United Health Care		IN	Rx Specialty		Separate from Medical 	KD9	KOA	KU4
United Health Care		IN	Rx Mail Order	2x		KD9	KOA	KU4
United Health Care		IN	Rx Individual Deductible			KD9	KOA	KU4
United Health Care		IN	Rx Family Deductible			KD9	KOA	KU4
United Health Care		IN	Skilled Nursing			KD9	KOA	KU4
United Health Care		IN	Individual Deductible	$0 		KG0	KOD	KU7
United Health Care		IN	Family Deductible	$0 		KG0	KOD	KU7
United Health Care		IN	Individual OOP Limit	"$4,500 "		KG0	KOD	KU7
United Health Care		IN	Family OOP Limit	"$9,000 "		KG0	KOD	KU7
United Health Care		IN	Co-insurance	100%		KG0	KOD	KU7
United Health Care		IN	PCP	$25		KG0	KOD	KU7
United Health Care			Specialist	$45		KG0	KOD	KU7
United Health Care		IN	Preventive Care	100%		KG0	KOD	KU7
United Health Care		IN	Physical Therapy	$45 		KG0	KOD	KU7
United Health Care		IN	Chiropractic Care		Rider available	KG0	KOD	KU7
United Health Care		IN	Inpatient Hospital	$250 	Per day 5 day max	KG0	KOD	KU7
United Health Care		IN	Outpatient Facility	$200 	per occurance	KG0	KOD	KU7
United Health Care		IN	Outpatient Surgery	$200 	per occurance	KG0	KOD	KU7
United Health Care		IN	Lab/X-Ray	100%		KG0	KOD	KU7
United Health Care		IN	Advanced Radiology	$100 		KG0	KOD	KU7
United Health Care		IN	Emergency Room	$200 	Waived if admitted	KG0	KOD	KU7
United Health Care		IN	Ambulance	$100 		KG0	KOD	KU7
United Health Care		IN	Urgent Care	$45 		KG0	KOD	KU7
United Health Care		IN	Rx Generic		Separate from Medical 	KG0	KOD	KU7
United Health Care		IN	Rx Preferred		Separate from Medical 	KG0	KOD	KU7
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	KG0	KOD	KU7
United Health Care		IN	Rx Specialty		Separate from Medical 	KG0	KOD	KU7
United Health Care		IN	Rx Mail Order	2x		KG0	KOD	KU7
United Health Care		IN	Rx Individual Deductible			KG0	KOD	KU7
United Health Care		IN	Rx Family Deductible			KG0	KOD	KU7
United Health Care		IN	Skilled Nursing			KG0	KOD	KU7
United Health Care		IN	Individual Deductible	$0 		KG3	KOG	KT0
United Health Care		IN	Family Deductible	$0 		KG3	KOG	KT0
United Health Care		IN	Individual OOP Limit	"$4,500 "		KG3	KOG	KT0
United Health Care		IN	Family OOP Limit	"$9,000 "		KG3	KOG	KT0
United Health Care		IN	Co-insurance	100%		KG3	KOG	KT0
United Health Care		IN	PCP	$30		KG3	KOG	KT0
United Health Care			Specialist	$50		KG3	KOG	KT0
United Health Care		IN	Preventive Care	100%		KG3	KOG	KT0
United Health Care		IN	Physical Therapy	$50 		KG3	KOG	KT0
United Health Care		IN	Chiropractic Care		Rider available	KG3	KOG	KT0
United Health Care		IN	Inpatient Hospital	$250 	Per day 5 day max	KG3	KOG	KT0
United Health Care		IN	Outpatient Facility	$200 	per occurance	KG3	KOG	KT0
United Health Care		IN	Outpatient Surgery	$200 	per occurance	KG3	KOG	KT0
United Health Care		IN	Lab/X-Ray	100%		KG3	KOG	KT0
United Health Care		IN	Advanced Radiology	$100 		KG3	KOG	KT0
United Health Care		IN	Emergency Room	$200 	Waived if admitted	KG3	KOG	KT0
United Health Care		IN	Ambulance	$100 		KG3	KOG	KT0
United Health Care		IN	Urgent Care	$50 		KG3	KOG	KT0
United Health Care		IN	Rx Generic		Separate from Medical 	KG3	KOG	KT0
United Health Care		IN	Rx Preferred		Separate from Medical 	KG3	KOG	KT0
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	KG3	KOG	KT0
United Health Care		IN	Rx Specialty		Separate from Medical 	KG3	KOG	KT0
United Health Care		IN	Rx Mail Order	2x		KG3	KOG	KT0
United Health Care		IN	Rx Individual Deductible			KG3	KOG	KT0
United Health Care		IN	Rx Family Deductible			KG3	KOG	KT0
United Health Care		IN	Skilled Nursing			KG3	KOG	KT0
United Health Care		IN	Individual Deductible	$0 		KG6	KOJ	KUG
United Health Care		IN	Family Deductible	$0 		KG6	KOJ	KUG
United Health Care		IN	Individual OOP Limit	"$4,500 "		KG6	KOJ	KUG
United Health Care		IN	Family OOP Limit	"$9,000 "		KG6	KOJ	KUG
United Health Care		IN	Co-insurance	100%		KG6	KOJ	KUG
United Health Care		IN	PCP	$30		KG6	KOJ	KUG
United Health Care			Specialist	$50		KG6	KOJ	KUG
United Health Care		IN	Preventive Care	100%		KG6	KOJ	KUG
United Health Care		IN	Physical Therapy	$50 		KG6	KOJ	KUG
United Health Care		IN	Chiropractic Care		Rider available	KG6	KOJ	KUG
United Health Care		IN	Inpatient Hospital	$500 	Per day 5 day max	KG6	KOJ	KUG
United Health Care		IN	Outpatient Facility	$400 	per occurance	KG6	KOJ	KUG
United Health Care		IN	Outpatient Surgery	$400 	per occurance	KG6	KOJ	KUG
United Health Care		IN	Lab/X-Ray	100%		KG6	KOJ	KUG
United Health Care		IN	Advanced Radiology	$100 		KG6	KOJ	KUG
United Health Care		IN	Emergency Room	$200 	Waived if admitted	KG6	KOJ	KUG
United Health Care		IN	Ambulance	$100 		KG6	KOJ	KUG
United Health Care		IN	Urgent Care	$20 		KG6	KOJ	KUG
United Health Care		IN	Rx Generic		Separate from Medical 	KG6	KOJ	KUG
United Health Care		IN	Rx Preferred		Separate from Medical 	KG6	KOJ	KUG
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	KG6	KOJ	KUG
United Health Care		IN	Rx Specialty		Separate from Medical 	KG6	KOJ	KUG
United Health Care		IN	Rx Mail Order	2x		KG6	KOJ	KUG
United Health Care		IN	Rx Individual Deductible			KG6	KOJ	KUG
United Health Care		IN	Rx Family Deductible			KG6	KOJ	KUG
United Health Care		IN	Skilled Nursing			KG6	KOJ	KUG
United Health Care		IN	Individual Deductible	$0 		KDI	KOM	KUK
United Health Care		IN	Family Deductible	$0 		KDI	KOM	KUK
United Health Care		IN	Individual OOP Limit	"$2,500 "		KDI	KOM	KUK
United Health Care		IN	Family OOP Limit	"$5,000 "		KDI	KOM	KUK
United Health Care		IN	Co-insurance	10%		KDI	KOM	KUK
United Health Care		IN	PCP	$25		KDI	KOM	KUK
United Health Care			Specialist	$45		KDI	KOM	KUK
United Health Care		IN	Preventive Care	100%		KDI	KOM	KUK
United Health Care		IN	Physical Therapy	$45 		KDI	KOM	KUK
United Health Care		IN	Chiropractic Care		Rider available	KDI	KOM	KUK
United Health Care		IN	Inpatient Hospital	10%		KDI	KOM	KUK
United Health Care		IN	Outpatient Facility	10%		KDI	KOM	KUK
United Health Care		IN	Outpatient Surgery	10%		KDI	KOM	KUK
United Health Care		IN	Lab/X-Ray	100%		KDI	KOM	KUK
United Health Care		IN	Advanced Radiology	$100 		KDI	KOM	KUK
United Health Care		IN	Emergency Room	$200 	Waived if admitted	KDI	KOM	KUK
United Health Care		IN	Ambulance	$100 		KDI	KOM	KUK
United Health Care		IN	Urgent Care	$45 		KDI	KOM	KUK
United Health Care		IN	Rx Generic		Separate from Medical 	KDI	KOM	KUK
United Health Care		IN	Rx Preferred		Separate from Medical 	KDI	KOM	KUK
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	KDI	KOM	KUK
United Health Care		IN	Rx Specialty		Separate from Medical 	KDI	KOM	KUK
United Health Care		IN	Rx Mail Order	2x		KDI	KOM	KUK
United Health Care		IN	Rx Individual Deductible			KDI	KOM	KUK
United Health Care		IN	Rx Family Deductible			KDI	KOM	KUK
United Health Care		IN	Skilled Nursing			KDI	KOM	KUK
United Health Care		IN	Individual Deductible	$0 		KH0	KOP	KUN
United Health Care		IN	Family Deductible	$0 		KH0	KOP	KUN
United Health Care		IN	Individual OOP Limit	"$3,500 "		KH0	KOP	KUN
United Health Care		IN	Family OOP Limit	"$7,000 "		KH0	KOP	KUN
United Health Care		IN	Co-insurance	20%		KH0	KOP	KUN
United Health Care		IN	PCP	$25		KH0	KOP	KUN
United Health Care			Specialist	$45		KH0	KOP	KUN
United Health Care		IN	Preventive Care	100%		KH0	KOP	KUN
United Health Care		IN	Physical Therapy	$45 		KH0	KOP	KUN
United Health Care		IN	Chiropractic Care		Rider available	KH0	KOP	KUN
United Health Care		IN	Inpatient Hospital	20%		KH0	KOP	KUN
United Health Care		IN	Outpatient Facility	20%		KH0	KOP	KUN
United Health Care		IN	Outpatient Surgery	20%		KH0	KOP	KUN
United Health Care		IN	Lab/X-Ray	100%		KH0	KOP	KUN
United Health Care		IN	Advanced Radiology	$100 		KH0	KOP	KUN
United Health Care		IN	Emergency Room	$200 	Waived if admitted	KH0	KOP	KUN
United Health Care		IN	Ambulance	$100 		KH0	KOP	KUN
United Health Care		IN	Urgent Care	$45 		KH0	KOP	KUN
United Health Care		IN	Rx Generic		Separate from Medical 	KH0	KOP	KUN
United Health Care		IN	Rx Preferred		Separate from Medical 	KH0	KOP	KUN
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	KH0	KOP	KUN
United Health Care		IN	Rx Specialty		Separate from Medical 	KH0	KOP	KUN
United Health Care		IN	Rx Mail Order	2x		KH0	KOP	KUN
United Health Care		IN	Rx Individual Deductible			KH0	KOP	KUN
United Health Care		IN	Rx Family Deductible			KH0	KOP	KUN
United Health Care		IN	Skilled Nursing			KH0	KOP	KUN
United Health Care		IN	Individual Deductible	$0 		KFO	KOS	KUS
United Health Care		IN	Family Deductible	$0 		KFO	KOS	KUS
United Health Care		IN	Individual OOP Limit	"$4,500 "		KFO	KOS	KUS
United Health Care		IN	Family OOP Limit	"$9,000 "		KFO	KOS	KUS
United Health Care		IN	Co-insurance	30%		KFO	KOS	KUS
United Health Care		IN	PCP	$25		KFO	KOS	KUS
United Health Care			Specialist	$45		KFO	KOS	KUS
United Health Care		IN	Preventive Care	100%		KFO	KOS	KUS
United Health Care		IN	Physical Therapy	$45 		KFO	KOS	KUS
United Health Care		IN	Chiropractic Care		Rider available	KFO	KOS	KUS
United Health Care		IN	Inpatient Hospital	30%		KFO	KOS	KUS
United Health Care		IN	Outpatient Facility	30%		KFO	KOS	KUS
United Health Care		IN	Outpatient Surgery	30%		KFO	KOS	KUS
United Health Care		IN	Lab/X-Ray	100%		KFO	KOS	KUS
United Health Care		IN	Advanced Radiology	$100 		KFO	KOS	KUS
United Health Care		IN	Emergency Room	$200 	Waived if admitted	KFO	KOS	KUS
United Health Care		IN	Ambulance	$100 		KFO	KOS	KUS
United Health Care		IN	Urgent Care	$45 		KFO	KOS	KUS
United Health Care		IN	Rx Generic		Separate from Medical 	KFO	KOS	KUS
United Health Care		IN	Rx Preferred		Separate from Medical 	KFO	KOS	KUS
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	KFO	KOS	KUS
United Health Care		IN	Rx Specialty		Separate from Medical 	KFO	KOS	KUS
United Health Care		IN	Rx Mail Order	2x		KFO	KOS	KUS
United Health Care		IN	Rx Individual Deductible			KFO	KOS	KUS
United Health Care		IN	Rx Family Deductible			KFO	KOS	KUS
United Health Care		IN	Skilled Nursing			KFO	KOS	KUS
United Health Care		IN	Individual Deductible	$0 		KI0	KOV	KUV
United Health Care		IN	Family Deductible	$0 		KI0	KOV	KUV
United Health Care		IN	Individual OOP Limit	"$2,500 "		KI0	KOV	KUV
United Health Care		IN	Family OOP Limit	"$5,000 "		KI0	KOV	KUV
United Health Care		IN	Co-insurance	10%		KI0	KOV	KUV
United Health Care		IN	PCP	$30		KI0	KOV	KUV
United Health Care			Specialist	$50		KI0	KOV	KUV
United Health Care		IN	Preventive Care	100%		KI0	KOV	KUV
United Health Care		IN	Physical Therapy	$10 		KI0	KOV	KUV
United Health Care		IN	Chiropractic Care		Rider available	KI0	KOV	KUV
United Health Care		IN	Inpatient Hospital	10%		KI0	KOV	KUV
United Health Care		IN	Outpatient Facility	10%		KI0	KOV	KUV
United Health Care		IN	Outpatient Surgery	10%		KI0	KOV	KUV
United Health Care		IN	Lab/X-Ray	100%		KI0	KOV	KUV
United Health Care		IN	Advanced Radiology	$100 		KI0	KOV	KUV
United Health Care		IN	Emergency Room	$200 	Waived if admitted	KI0	KOV	KUV
United Health Care		IN	Ambulance	$100 		KI0	KOV	KUV
United Health Care		IN	Urgent Care	$50 		KI0	KOV	KUV
United Health Care		IN	Rx Generic		Separate from Medical 	KI0	KOV	KUV
United Health Care		IN	Rx Preferred		Separate from Medical 	KI0	KOV	KUV
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	KI0	KOV	KUV
United Health Care		IN	Rx Specialty		Separate from Medical 	KI0	KOV	KUV
United Health Care		IN	Rx Mail Order	2x		KI0	KOV	KUV
United Health Care		IN	Rx Individual Deductible			KI0	KOV	KUV
United Health Care		IN	Rx Family Deductible			KI0	KOV	KUV
United Health Care		IN	Skilled Nursing			KI0	KOV	KUV
United Health Care		IN	Individual Deductible	$0 		KI3	KLO	KV1
United Health Care		IN	Family Deductible	$0 		KI3	KLO	KV1
United Health Care		IN	Individual OOP Limit	"$2,500 "		KI3	KLO	KV1
United Health Care		IN	Family OOP Limit	"$5,000 "		KI3	KLO	KV1
United Health Care		IN	Co-insurance	10%		KI3	KLO	KV1
United Health Care		IN	PCP	$35		KI3	KLO	KV1
United Health Care			Specialist	$55		KI3	KLO	KV1
United Health Care		IN	Preventive Care	100%		KI3	KLO	KV1
United Health Care		IN	Physical Therapy	$55 		KI3	KLO	KV1
United Health Care		IN	Chiropractic Care		Rider available	KI3	KLO	KV1
United Health Care		IN	Inpatient Hospital	10%		KI3	KLO	KV1
United Health Care		IN	Outpatient Facility	10%		KI3	KLO	KV1
United Health Care		IN	Outpatient Surgery	10%		KI3	KLO	KV1
United Health Care		IN	Lab/X-Ray	100%		KI3	KLO	KV1
United Health Care		IN	Advanced Radiology	$100 		KI3	KLO	KV1
United Health Care		IN	Emergency Room	$200 	Waived if admitted	KI3	KLO	KV1
United Health Care		IN	Ambulance	$100 		KI3	KLO	KV1
United Health Care		IN	Urgent Care	$55 		KI3	KLO	KV1
United Health Care		IN	Rx Generic		Separate from Medical 	KI3	KLO	KV1
United Health Care		IN	Rx Preferred		Separate from Medical 	KI3	KLO	KV1
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	KI3	KLO	KV1
United Health Care		IN	Rx Specialty		Separate from Medical 	KI3	KLO	KV1
United Health Care		IN	Rx Mail Order	2x		KI3	KLO	KV1
United Health Care		IN	Individual Deductible	$0 		KI6	KLI	KV4
United Health Care		IN	Family Deductible	$0 		KI6	KLI	KV4
United Health Care		IN	Individual OOP Limit	"$3,500 "		KI6	KLI	KV4
United Health Care		IN	Family OOP Limit	"$7,000 "		KI6	KLI	KV4
United Health Care		IN	Co-insurance	20%		KI6	KLI	KV4
United Health Care		IN	PCP	$35		KI6	KLI	KV4
United Health Care			Specialist	$55		KI6	KLI	KV4
United Health Care		IN	Preventive Care	100%		KI6	KLI	KV4
United Health Care		IN	Physical Therapy	$55 		KI6	KLI	KV4
United Health Care		IN	Chiropractic Care		Rider available	KI6	KLI	KV4
United Health Care		IN	Inpatient Hospital	20%		KI6	KLI	KV4
United Health Care		IN	Outpatient Facility	20%		KI6	KLI	KV4
United Health Care		IN	Outpatient Surgery	20%		KI6	KLI	KV4
United Health Care		IN	Lab/X-Ray	100%		KI6	KLI	KV4
United Health Care		IN	Advanced Radiology	$100 		KI6	KLI	KV4
United Health Care		IN	Emergency Room	$200 	Waived if admitted	KI6	KLI	KV4
United Health Care		IN	Ambulance	$100 		KI6	KLI	KV4
United Health Care		IN	Urgent Care	$55 		KI6	KLI	KV4
United Health Care		IN	Rx Generic		Separate from Medical 	KI6	KLI	KV4
United Health Care		IN	Rx Preferred		Separate from Medical 	KI6	KLI	KV4
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	KI6	KLI	KV4
United Health Care		IN	Rx Specialty		Separate from Medical 	KI6	KLI	KV4
United Health Care		IN	Rx Mail Order	2x		KI6	KLI	KV4
United Health Care		IN	Rx Individual Deductible			KI6	KLI	KV4
United Health Care		IN	Rx Family Deductible			KI6	KLI	KV4
United Health Care		IN	Skilled Nursing			KI6	KLI	KV4
United Health Care		IN	Individual Deductible	$0 		KC9	KP7	KV7
United Health Care		IN	Family Deductible	$0 		KC9	KP7	KV7
United Health Care		IN	Individual OOP Limit	"$4,500 "		KC9	KP7	KV7
United Health Care		IN	Family OOP Limit	"$9,000 "		KC9	KP7	KV7
United Health Care		IN	Co-insurance	30%		KC9	KP7	KV7
United Health Care		IN	PCP	$35		KC9	KP7	KV7
United Health Care			Specialist	$55		KC9	KP7	KV7
United Health Care		IN	Preventive Care	100%		KC9	KP7	KV7
United Health Care		IN	Physical Therapy	$55 		KC9	KP7	KV7
United Health Care		IN	Chiropractic Care		Rider available	KC9	KP7	KV7
United Health Care		IN	Inpatient Hospital	30%		KC9	KP7	KV7
United Health Care		IN	Outpatient Facility	30%		KC9	KP7	KV7
United Health Care		IN	Outpatient Surgery	30%		KC9	KP7	KV7
United Health Care		IN	Lab/X-Ray	100%		KC9	KP7	KV7
United Health Care		IN	Advanced Radiology	$100 		KC9	KP7	KV7
United Health Care		IN	Emergency Room	$200 	Waived if admitted	KC9	KP7	KV7
United Health Care		IN	Ambulance	$100 		KC9	KP7	KV7
United Health Care		IN	Urgent Care	$55 		KC9	KP7	KV7
United Health Care		IN	Rx Generic		Separate from Medical 	KC9	KP7	KV7
United Health Care		IN	Rx Preferred		Separate from Medical 	KC9	KP7	KV7
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	KC9	KP7	KV7
United Health Care		IN	Rx Specialty		Separate from Medical 	KC9	KP7	KV7
United Health Care		IN	Rx Mail Order	2x		KC9	KP7	KV7
United Health Care		IN	Rx Individual Deductible			KC9	KP7	KV7
United Health Care		IN	Rx Family Deductible			KC9	KP7	KV7
United Health Care		IN	Skilled Nursing			KC9	KP7	KV7
United Health Care		IN	Individual Deductible	$0 		KIB	KJ9	KVG
United Health Care		IN	Family Deductible	$0 		KIB	KJ9	KVG
United Health Care		IN	Individual OOP Limit	"$2,500 "		KIB	KJ9	KVG
United Health Care		IN	Family OOP Limit	"$5,000 "		KIB	KJ9	KVG
United Health Care		IN	Co-insurance	10%		KIB	KJ9	KVG
United Health Care		IN	PCP	$45		KIB	KJ9	KVG
United Health Care			Specialist	$65		KIB	KJ9	KVG
United Health Care		IN	Preventive Care	100%		KIB	KJ9	KVG
United Health Care		IN	Physical Therapy	$65 		KIB	KJ9	KVG
United Health Care		IN	Chiropractic Care		Rider available	KIB	KJ9	KVG
United Health Care		IN	Inpatient Hospital	10%		KIB	KJ9	KVG
United Health Care		IN	Outpatient Facility	10%		KIB	KJ9	KVG
United Health Care		IN	Outpatient Surgery	10%		KIB	KJ9	KVG
United Health Care		IN	Lab/X-Ray	100%		KIB	KJ9	KVG
United Health Care		IN	Advanced Radiology	$100 		KIB	KJ9	KVG
United Health Care		IN	Emergency Room	$200 	Waived if admitted	KIB	KJ9	KVG
United Health Care		IN	Ambulance	$100 		KIB	KJ9	KVG
United Health Care		IN	Urgent Care	$65 		KIB	KJ9	KVG
United Health Care		IN	Rx Generic			KIB	KJ9	KVG
United Health Care		IN	Rx Preferred			KIB	KJ9	KVG
United Health Care		IN	Rx Non-Preferred			KIB	KJ9	KVG
United Health Care		IN	Rx Specialty			KIB	KJ9	KVG
United Health Care		IN	Rx Mail Order	2x		KIB	KJ9	KVG
United Health Care		IN	Rx Individual Deductible			KIB	KJ9	KVG
United Health Care		IN	Rx Family Deductible			KIB	KJ9	KVG
United Health Care		IN	Skilled Nursing			KIB	KJ9	KVG
United Health Care		IN	Individual Deductible	$250 		KIE	KQ0	KVK
United Health Care		IN	Family Deductible	$500 		KIE	KQ0	KVK
United Health Care		IN	Individual OOP Limit	"$3,000 "		KIE	KQ0	KVK
United Health Care		IN	Family OOP Limit	"$6,000 "		KIE	KQ0	KVK
United Health Care		IN	Co-insurance	30%	AFTER DEDUCTIBLE	KIE	KQ0	KVK
United Health Care		IN	PCP	$20		KIE	KQ0	KVK
United Health Care			Specialist	$35		KIE	KQ0	KVK
United Health Care		IN	Preventive Care	100%		KIE	KQ0	KVK
United Health Care		IN	Physical Therapy	$35 		KIE	KQ0	KVK
United Health Care		IN	Chiropractic Care		Rider available	KIE	KQ0	KVK
United Health Care		IN	Inpatient Hospital	30%	AFTER DEDUCTIBLE	KIE	KQ0	KVK
United Health Care		IN	Outpatient Facility	30%	AFTER DEDUCTIBLE	KIE	KQ0	KVK
United Health Care		IN	Outpatient Surgery	30%	AFTER DEDUCTIBLE	KIE	KQ0	KVK
United Health Care		IN	Lab/X-Ray	100%		KIE	KQ0	KVK
United Health Care		IN	Advanced Radiology	$100 		KIE	KQ0	KVK
United Health Care		IN	Emergency Room	$150 	Waived if admitted	KIE	KQ0	KVK
United Health Care		IN	Ambulance	$100 		KIE	KQ0	KVK
United Health Care		IN	Urgent Care	$35 		KIE	KQ0	KVK
United Health Care		IN	Rx Generic		Separate from Medical 	KIE	KQ0	KVK
United Health Care		IN	Rx Preferred		Separate from Medical 	KIE	KQ0	KVK
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	KIE	KQ0	KVK
United Health Care		IN	Rx Specialty		Separate from Medical 	KIE	KQ0	KVK
United Health Care		IN	Rx Mail Order	2x		KIE	KQ0	KVK
United Health Care		IN	Rx Individual Deductible			KIE	KQ0	KVK
United Health Care		IN	Rx Family Deductible			KIE	KQ0	KVK
United Health Care		IN	Skilled Nursing			KIE	KQ0	KVK
United Health Care		IN	Individual Deductible	$500 		KIH	KQ7	KVN
United Health Care		IN	Family Deductible	"$1,000 "		KIH	KQ7	KVN
United Health Care		IN	Individual OOP Limit	"$3,000 "		KIH	KQ7	KVN
United Health Care		IN	Family OOP Limit	"$6,000 "		KIH	KQ7	KVN
United Health Care		IN	Co-insurance	30%	AFTER DEDUCTIBLE	KIH	KQ7	KVN
United Health Care		IN	PCP	$20		KIH	KQ7	KVN
United Health Care			Specialist	$35		KIH	KQ7	KVN
United Health Care		IN	Preventive Care	100%		KIH	KQ7	KVN
United Health Care		IN	Physical Therapy	$35 		KIH	KQ7	KVN
United Health Care		IN	Chiropractic Care		Rider available	KIH	KQ7	KVN
United Health Care		IN	Inpatient Hospital	30%	AFTER DEDUCTIBLE	KIH	KQ7	KVN
United Health Care		IN	Outpatient Facility	30%	AFTER DEDUCTIBLE	KIH	KQ7	KVN
United Health Care		IN	Outpatient Surgery	30%	AFTER DEDUCTIBLE	KIH	KQ7	KVN
United Health Care		IN	Lab/X-Ray	100%		KIH	KQ7	KVN
United Health Care		IN	Advanced Radiology	$100 		KIH	KQ7	KVN
United Health Care		IN	Emergency Room	$150 	Waived if admitted	KIH	KQ7	KVN
United Health Care		IN	Ambulance	$100 		KIH	KQ7	KVN
United Health Care		IN	Urgent Care	$35 		KIH	KQ7	KVN
United Health Care		IN	Rx Generic		Separate from Medical 	KIH	KQ7	KVN
United Health Care		IN	Rx Preferred		Separate from Medical 	KIH	KQ7	KVN
United Health Care		IN	Rx Non-Preferred		Separate from Medical 	KIH	KQ7	KVN
United Health Care		IN	Rx Specialty		Separate from Medical 	KIH	KQ7	KVN
United Health Care		IN	Rx Mail Order	2x		KIH	KQ7	KVN
United Health Care		IN	Rx Individual Deductible			KIH	KQ7	KVN
United Health Care		IN	Rx Family Deductible			KIH	KQ7	KVN
United Health Care		IN	Skilled Nursing			KIH	KQ7	KVN
United Health Care		IN	Individual Deductible	"$1,000 "		KIK	KR1	KVR
United Health Care		IN	Family Deductible	"$2,000 "		KIK	KR1	KVR
United Health Care		IN	Individual OOP Limit	"$4,500 "		KIK	KR1	KVR
United Health Care		IN	Family OOP Limit	"$9,000 "		KIK	KR1	KVR
United Health Care		IN	Co-insurance	30%	AFTER DEDUCTIBLE	KIK	KR1	KVR
United Health Care		IN	PCP	$25		KIK	KR1	KVR
United Health Care			Specialist	$40		KIK	KR1	KVR
